id	filename	md5	size	state
4f6b8cbc-dc8c-4fd5-8dc4-831562e7195e	bcgsc.ca_SARC.IlluminaHiSeq_DNASeq.1.somatic.maf	74a10d00d164b697fcd95a165dde8742	18427366	live
6407c06d-19e7-44dd-aaf6-4298486835ad	ucsc.edu_SARC.IlluminaGA_DNASeq_automated.Level_2.1.0.0.somatic.maf	f68f9a2195a2f31e179ada4c8d54ae50	8217825	live
bdc4aada-8e59-4cb8-9df5-9f2cf42cd209	genome.wustl.edu_SARC.IlluminaHiSeq_DNASeq_automated.1.5.0.somatic.maf	f48a44abdbbd615585611f9fc30b43ba	12435123	live
99990ef4-5716-4274-b9e9-0ea7d7fbb0a0	gsc_SARC_pairs.aggregated.capture.tcga.uuid.automated.somatic.maf	6f9b0ae6355451bf33fd6312e0a7db95	45675226	live
21f7f3eb-a7d4-4d34-832b-a4369f554750	ucsc.edu_KIRP.IlluminaGA_DNASeq_automated.Level_2.1.2.0.somatic.maf	a88696ee08dd89281e2ec9e87e58e262	8409326	live
c61f686c-29b1-4db4-83f1-366ebecc6b45	PR_TCGA_KIRP_PAIR_Capture_All_Pairs_QCPASS_v3.aggregated.capture.tcga.uuid.somatic.maf	eeaedd03fcd15abecd3fb3347742ef4b	10387229	live
50d76ca9-a52c-4ace-bec1-25d09d5150b1	gsc_KIRP_pairs.aggregated.capture.tcga.uuid.automated.somatic.maf	0d072268c8f64409453f199b16de0ea3	30438095	live
bf95d53c-649e-452d-8b0c-ae80a5bdd07e	hgsc.bcm.edu_KIRP.IlluminaGA_DNASeq.1.somatic.maf	3e069d1dc542491061a3ee1f1ad3b12a	7695938	live
6095bfb8-8fcb-4983-9a3c-dd018ecbb46d	An_TCGA_KIRP_MultiCenterCalling_capture_All_Pairs.aggregated.capture.tcga.uuid.curated.somatic.maf	7a7e7afd58a81fb2d9c074aed5e30835	17339906	live
83fb427a-203f-4d4d-8d76-3dd151a2d80a	hgsc.bcm.edu_KIRP.IlluminaGA_DNASeq.1.somatic.maf	f7623df4ce815e6f1142cfdbc300edb4	4902904	live
5c4ce272-9502-47d7-b687-e14f898b4bf4	hgsc.bcm.edu_KIRP.IlluminaGA_DNASeq.1.somatic.maf	3ddcaf0557a6fb8b8e553a950991b263	6117644	live
8da0e541-0228-409b-a8e8-6ee9b5d545c2	bcgsc.ca_PAAD.IlluminaHiSeq_DNASeq.1.somatic.maf	3ca7b56889b6d993e4866c6c994777fb	10055754	live
1c989219-56d5-4875-baf0-2c1cd056f9b7	ucsc.edu_PAAD.IlluminaGA_DNASeq_automated.Level_2.1.2.0.somatic.maf	a196b27aa2160903f768b4450f36b00b	7612046	live
d9c40268-7da4-4f86-a742-57a4758d478c	PR_TCGA_PAAD_PAIR_Capture_All_Pairs_QCPASS_v3.aggregated.capture.tcga.uuid.somatic.maf	4eebfbb373ab492fd0ebe2f77e1c1b31	28865310	live
be468970-59f3-4722-9a4e-bffa2ca272b2	freeze3.aggregated.capture.tcga.uuid.curated.somatic.maf	37885947e777e844e0003f68fc777399	49467492	live
faf50bd9-bfc8-4dfa-b0ca-9184e44fb07f	PAAD_pairs.aggregated.capture.tcga.uuid.automated.somatic.maf	f5c622fdf218713231a707c3a4e957b1	68416243	live
d4d45a3c-9d5f-411e-a692-f643417b39dd	hgsc.bcm.edu_PAAD.IlluminaGA_DNASeq.1.somatic.maf	1b2cf21bb389a1f0c6baa30c611c41cc	11449786	live
bcf70bb7-c5f9-4885-bf01-060295e4c6ed	MESO_pairs.aggregated.capture.tcga.uuid.automated.somatic.maf	a385c26254307f0a09a061acae60afc5	5415525	live
4a8e1cbc-d341-4523-9a10-669283278643	bcgsc.ca_MESO.IlluminaHiSeq_DNASeq.1.somatic.maf	4406983e06278573c8cdd4d509f55e0a	2502150	live
fde168ef-31f6-4843-8ecc-8019d2914251	sanger.ac.uk_MESO.IlluminaHiSeq_DNASeq_automated.Level_2.1.2.0.somatic.maf	ad5493904503bfa001f79507ced142e4	2012882	live
f0aaa6ec-72c3-4f75-85f5-7115c710fd6f	hgsc.bcm.edu_READ.SOLiD_DNASeq.1.somatic.maf	84d237db5eb2ec06134024f4d9284d60	2949274	live
e1b333d6-c5e8-42c3-b278-64b7fc9ed1f2	hgsc.bcm.edu_READ.IlluminaGA_DNASeq.1.somatic.maf	0728b040ad5dd2ea9668561716d12791	9246756	live
7c3e8456-c39f-4292-8cc2-374b14c75446	gsc_READ_pairs.aggregated.capture.tcga.uuid.automated.somatic.maf	b2fa03f499ad6e2a50bb2d34d28d55f4	80104170	live
8544689c-325b-4ad5-814e-40323449c6f9	ucsc.edu_GBM.IlluminaGA_DNASeq_automated.Level_2.1.1.0.somatic.maf	48d92130577efbefe6f5b39ec368dd00	8277805	live
7abdba45-acfd-4e8d-a297-3f4af85362ad	gsc_GBM_pairs.aggregated.capture.tcga.uuid.automated.somatic.maf	4471dae1ea739f9a5e758e9d8907ff7b	221933438	live
ac50b14d-08a2-42cc-9edf-225e68d3ac3d	mdanderson.org_GBM.IlluminaGA_DNASeq.Level_2.1.6.somatic.maf	20049fd6097b5e6bed750a65e356320e	17952671	live
9adf3f6d-5ad3-42a8-a0f9-cb5f241d2322	genome.wustl.edu_GBM.ABI.53.somatic.maf	c7272b7f019390b4391a005e1f28f36b	331626	live
7e05d87e-966c-4321-84b0-19983dddcf8a	hgsc.bcm.edu_GBM.ABI.1.somatic.maf	9b050305e009b32c87f9eeedc895c4af	197707	live
0bf58619-fa24-463c-9573-0145c2d1e47b	step4_gbm_liftover.aggregated.capture.tcga.uuid.maf2.4.migrated.somatic.maf	3de36db3e402eaa855c346d0ec5f7b6e	23416198	live
6d7fbf8a-8584-4f39-963e-6a6e4e00e903	broad.mit.edu_GBM.ABI.1.somatic.maf	f7045abf7783a301e04b8b45032ad4ca	471167	live
09dcc674-36ef-48cf-a761-76e0fb8dec99	An_TCGA_ACC_External_capture_All_Pairs.aggregated.capture.tcga.uuid.curated.somatic.maf	8960de8eaddf25b8256a23a4c7cd761f	12661378	live
733bc880-b631-4d7e-8189-80dc20bdd140	gsc_ACC_pairs.aggregated.capture.tcga.uuid.automated.somatic.maf	c59b459f501da8fcf32eaa711619e81d	11932508	live
